# Fiducial parameters: H0 = 67.37, omega_b = 0.02237, N_ur = 2.037, omega_cdm = 0.12, N_ncdm = 1, omega_ncdm = 0.0006451439, m_ncdm = 0.06, A_s = 2.108e-09, n_s = 0.9619, tau_reio = 0.0546, YHe = 0.2454006, recombination = recfast, non linear = halofit
30 7.2146128 0.00014752765 0.01293223
31 6.8685514 0.00015488562 0.012279122
32 6.5524 0.0001623317 0.011644403
33 6.2625959 0.00016984628 0.011023082
34 5.9958147 0.00017741105 0.010410532
35 5.7496837 0.00018501283 0.0098035877
36 5.5220682 0.00019263976 0.0091994459
37 5.3109627 0.00020028065 0.0085961591
38 5.1148775 0.00020792708 0.0079951954
39 4.9324524 0.00021557133 0.007398877
40 4.7623267 0.00022320568 0.006809526
41 4.6032327 0.0002308229 0.0062290639
42 4.4542734 0.00023841769 0.0056578096
43 4.3146445 0.00024598527 0.0050956813
44 4.1835418 0.00025352082 0.0045425973
45 4.0602053 0.00026101922 0.0039984013
46 3.944052 0.00026847412 0.0034626387
47 3.8345434 0.00027587884 0.0029347803
48 3.731141 0.00028322669 0.002414297
49 3.6333062 0.00029051099 0.0019006595
50 3.5405448 0.00029772528 0.0013934367
51 3.4525403 0.00030486403 0.00089258876
52 3.3690205 0.00031192188 0.00039817379
53 3.2897132 0.00031889352 -8.9750049e-05
54 3.2143462 0.00032577361 -0.00057112463
55 3.1426576 0.00033255738 -0.0010458831
56 3.0744259 0.00033924224 -0.0015139234
57 3.0094397 0.00034582616 -0.0019751349
58 2.9474876 0.00035230712 -0.0024294068
59 2.8883584 0.00035868308 -0.0028766284
60 2.8318407 0.00036495202 -0.003316689
61 2.77774 0.000371111 -0.0037494774
62 2.7259296 0.00037715356 -0.0041748804
63 2.6762996 0.00038307232 -0.0045927845
64 2.6287402 0.0003888599 -0.005003076
65 2.5831414 0.00039450893 -0.0054056412
66 2.5393933 0.00040001204 -0.0058003666
67 2.4973861 0.00040536186 -0.0061871386
68 2.4570165 0.00041055226 -0.0065658687
69 2.4182076 0.00041558211 -0.0069365697
70 2.3808891 0.00042045153 -0.0072992795
71 2.3449906 0.00042516063 -0.0076540361
72 2.3104418 0.00042970954 -0.0080008774
73 2.2771724 0.00043409838 -0.0083398415
74 2.245112 0.00043832725 -0.0086709662
75 2.2141904 0.00044239628 -0.0089942895
76 2.1843422 0.00044630515 -0.0093098399
77 2.155522 0.00045005174 -0.0096176078
78 2.1276894 0.00045363353 -0.0099175741
79 2.1008041 0.00045704796 -0.01020972
80 2.0748256 0.0004602925 -0.010494025
81 2.0497136 0.0004633646 -0.010770472
82 2.0254275 0.00046626171 -0.011039041
83 2.0019272 0.00046898129 -0.011299713
84 1.9791741 0.00047152125 -0.011552475
85 1.9571378 0.00047388125 -0.01179734
86 1.9357901 0.00047606141 -0.01203433
87 1.9151023 0.00047806184 -0.012263463
88 1.8950463 0.00047988265 -0.012484759
89 1.8755936 0.00048152395 -0.012698239
90 1.8567157 0.00048298586 -0.012903922
91 1.8383843 0.0004842685 -0.013101828
92 1.8205711 0.00048537197 -0.013291977
